"Kod";"Nazwa";"ogółem;2019;[osoba]";
2412042;"Lyski (2)";104;
2412052;"Świerklany (2)";103;
2413011;"Kalety (1)";105;
2413021;"Miasteczko Śląskie (1)";107;
2413031;"Radzionków (1)";105;
2413041;"Tarnowskie Góry (1)";108;
2413052;"Krupski Młyn (2)";99;
2413062;"Ożarowice (2)";107;
2413072;"Świerklaniec (2)";104;
2413082;"Tworóg (2)";101;
2413092;"Zbrosławice (2)";101;
2414011;"Bieruń (1)";102;
2414021;"Imielin (1)";105;
2414031;"Lędziny (1)";101;
2414042;"Bojszowy (2)";104;
2414052;"Chełm Śląski (2)";109;
2415011;"Pszów (1)";103;
2415021;"Radlin (1)";107;
2415031;"Rydułtowy (1)";106;
2415041;"Wodzisław Śląski (1)";108;
2415052;"Godów (2)";105;
2415062;"Gorzyce (2)";103;
2415072;"Lubomia (2)";107;
2415082;"Marklowice (2)";104;
2415092;"Mszana (2)";101;
2416011;"Poręba (1)";109;
2416021;"Zawiercie (1)";111;
2416032;"Irządze (2)";98;
2416042;"Kroczyce (2)";98;
2416053;"Łazy (3)";107;
2416063;"Ogrodzieniec (3)";107;
2416073;"Pilica (3)";99;
2416083;"Szczekociny (3)";102;
2416092;"Włodowice (2)";105;
2416102;"Żarnowiec (2)";102;
2417011;"Żywiec (1)";108;
2417022;"Czernichów (2)";107;
2417032;"Gilowice (2)";105;
2417042;"Jeleśnia (2)";101;
2417052;"Koszarawa (2)";95;
2417062;"Lipowa (2)";107;
2417072;"Łękawica (2)";102;
2417082;"Łodygowice (2)";104;
2417092;"Milówka (2)";105;
2417102;"Radziechowy-Wieprz (2)";103;
2417112;"Rajcza (2)";105;
2417122;"Ślemień (2)";104;
2417132;"Świnna (2)";105;
2417142;"Ujsoły (2)";99;
2417152;"Węgierska Górka (2)";103;
2461011;"Bielsko-Biała (1)";112;
2462011;"Bytom (1)";110;
2463011;"Chorzów (1)";110;
2464011;"Częstochowa (1)";113;
2465011;"Dąbrowa Górnicza (1)";109;
2466011;"Gliwice (1)";108;
2467011;"Jastrzębie-Zdrój (1)";105;
2468011;"Jaworzno (1)";106;
2469011;"Katowice (1)";110;
2470011;"Mysłowice (1)";107;
2471011;"Piekary Śląskie (1)";108;
2472011;"Ruda Śląska (1)";107;
2473011;"Rybnik (1)";105;
2474011;"Siemianowice Śląskie (1)";110;
2475011;"Sosnowiec (1)";111;
2476011;"Świętochłowice (1)";109;
2477011;"Tychy (1)";108;
2478011;"Zabrze (1)";107;
2479011;"Żory (1)";105;
2601013;"Busko-Zdrój (3)";108;
2601022;"Gnojno (2)";96;
2601033;"Nowy Korczyn (3)";103;
2601043;"Pacanów (3)";104;
2601052;"Solec-Zdrój (2)";106;
2601063;"Stopnica (3)";102;
2601072;"Tuczępy (2)";100;
2601083;"Wiślica (3)";102;
2602012;"Imielno (2)";98;
2602023;"Jędrzejów (3)";107;
2602033;"Małogoszcz (3)";99;
2602042;"Nagłowice (2)";100;
2602052;"Oksa (2)";99;
2602063;"Sędziszów (3)";102;
2602072;"Słupia (2)";102;
2602082;"Sobków (2)";99;
2602092;"Wodzisław (2)";98;
2603012;"Bejsce (2)";106;
2603022;"Czarnocin (2)";103;
2603033;"Kazimierza Wielka (3)";104;
2603043;"Opatowiec (3)";100;
2603053;"Skalbmierz (3)";99;
2604012;"Bieliny (2)";101;
2604023;"Bodzentyn (3)";101;
2604033;"Chęciny (3)";103;
2604043;"Chmielnik (3)";99;
2604053;"Daleszyce (3)";100;
2604062;"Górno (2)";101;
2604073;"Łagów (3)";96;
2604082;"Łopuszno (2)";98;
2604092;"Masłów (2)";98;
2604102;"Miedziana Góra (2)";105;
2604112;"Mniów (2)";104;
2604123;"Morawica (3)";98;
2604133;"Nowa Słupia (3)";100;
2604142;"Piekoszów (2)";104;
2604153;"Pierzchnica (3)";99;
2604162;"Raków (2)";97;
2604172;"Nowiny (2)";103;
2604182;"Strawczyn (2)";100;
2604192;"Zagnańsk (2)";102;
2605012;"Fałków (2)";100;
2605022;"Gowarczów (2)";98;
2605033;"Końskie (3)";106;
2605043;"Radoszyce (3)";99;
2605052;"Ruda Maleniecka (2)";102;
2605062;"Słupia Konecka (2)";92;
2605072;"Smyków (2)";98;
2605083;"Stąporków (3)";104;
2606012;"Baćkowice (2)";96;
2606022;"Iwaniska (2)";96;
2606032;"Lipnik (2)";99;
2606043;"Opatów (3)";106;
2606053;"Ożarów (3)";102;
2606062;"Sadowie (2)";105;
2606072;"Tarłów (2)";101;
2606082;"Wojciechowice (2)";99;
2607011;"Ostrowiec Świętokrzyski (1)";113;
2607022;"Bałtów (2)";103;
2607032;"Bodzechów (2)";103;
2607043;"Ćmielów (3)";105;
2607053;"Kunów (3)";102;
2607062;"Waśniów (2)";98;
2608013;"Działoszyce (3)";102;
2608022;"Kije (2)";102;
2608032;"Michałów (2)";99;
2608043;"Pińczów (3)";104;
2608052;"Złota (2)";104;
2609011;"Sandomierz (1)";114;
2609022;"Dwikozy (2)";101;
2609032;"Klimontów (2)";101;
2609043;"Koprzywnica (3)";102;
2609052;"Łoniów (2)";99;
2609062;"Obrazów (2)";105;
2609072;"Samborzec (2)";101;
2609082;"Wilczyce (2)";100;
2609093;"Zawichost (3)";107;
2610011;"Skarżysko-Kamienna (1)";110;
2610022;"Bliżyn (2)";102;
2610032;"Łączna (2)";101;
2610042;"Skarżysko Kościelne (2)";102;
2610053;"Suchedniów (3)";107;
2611011;"Starachowice (1)";111;
2611022;"Brody (2)";104;
2611032;"Mirzec (2)";99;
2611042;"Pawłów (2)";100;
2611053;"Wąchock (3)";105;
2612012;"Bogoria (2)";100;
2612022;"Łubnice (2)";103;
2612033;"Oleśnica (3)";102;
2612043;"Osiek (3)";98;
2612053;"Połaniec (3)";102;
2612062;"Rytwiany (2)";102;
2612073;"Staszów (3)";104;
2612083;"Szydłów (3)";100;
2613012;"Kluczewsko (2)";97;
2613022;"Krasocin (2)";98;
2613032;"Moskorzew (2)";98;
2613042;"Radków (2)";100;
2613052;"Secemin (2)";100;
2613063;"Włoszczowa (3)";102;
2661011;"Kielce (1)";113;
2801011;"Bartoszyce (1)";113;
2801021;"Górowo Iławeckie (1)";105;
2801032;"Bartoszyce (2)";96;
2801043;"Bisztynek (3)";104;
2801052;"Górowo Iławeckie (2)";100;
2801063;"Sępopol (3)";98;
2802011;"Braniewo (1)";105;
2802022;"Braniewo (2)";93;
2802033;"Frombork (3)";105;
2802042;"Lelkowo (2)";103;
2802053;"Pieniężno (3)";95;
2802062;"Płoskinia (2)";96;
2802072;"Wilczęta (2)";95;
2803011;"Działdowo (1)";108;
2803022;"Działdowo (2)";95;
2803032;"Iłowo-Osada (2)";105;
2803043;"Lidzbark (3)";102;
2803052;"Płośnica (2)";99;
2803062;"Rybno (2)";100;
2804012;"Elbląg (2)";95;
2804022;"Godkowo (2)";102;
2804032;"Gronowo Elbląskie (2)";99;
2804042;"Markusy (2)";95;
2804052;"Milejewo (2)";98;
2804063;"Młynary (3)";99;
2804073;"Pasłęk (3)";103;
2804082;"Rychliki (2)";96;
2804093;"Tolkmicko (3)";99;
2805011;"Ełk (1)";108;
2805022;"Ełk (2)";94;
2805032;"Kalinowo (2)";93;
2805042;"Prostki (2)";96;
2805052;"Stare Juchy (2)";97;
2806011;"Giżycko (1)";111;
2806042;"Giżycko (2)";99;
2806052;"Kruklanki (2)";97;
2806062;"Miłki (2)";95;
2806083;"Ryn (3)";100;
2806102;"Wydminy (2)";99;
2807011;"Iława (1)";109;
2807021;"Lubawa (1)";107;
2807032;"Iława (2)";96;
2807043;"Kisielice (3)";94;
2807052;"Lubawa (2)";96;
2807063;"Susz (3)";98;
2807073;"Zalewo (3)";98;
2808011;"Kętrzyn (1)";111;
2808022;"Barciany (2)";96;
2808032;"Kętrzyn (2)";95;
2808043;"Korsze (3)";100;
2808053;"Reszel (3)";106;
2808062;"Srokowo (2)";98;
2809011;"Lidzbark Warmiński (1)";109;
2809022;"Kiwity (2)";95;
2809032;"Lidzbark Warmiński (2)";94;
2809042;"Lubomino (2)";97;
2809053;"Orneta (3)";105;
2810011;"Mrągowo (1)";108;
2810023;"Mikołajki (3)";103;
2810032;"Mrągowo (2)";103;
2810042;"Piecki (2)";98;
2810052;"Sorkwity (2)";100;
2811012;"Janowiec Kościelny (2)";98;
2811022;"Janowo (2)";97;
2811032;"Kozłowo (2)";95;
2811043;"Nidzica (3)";104;
2812011;"Nowe Miasto Lubawskie (1)";110;
2812022;"Biskupiec (2)";96;
2812032;"Grodziczno (2)";98;
2812042;"Kurzętnik (2)";99;
2812052;"Nowe Miasto Lubawskie (2)";97;
2813032;"Kowale Oleckie (2)";93;
2813043;"Olecko (3)";104;
2813052;"Świętajno (2)";91;
2813062;"Wieliczki (2)";94;
2814013;"Barczewo (3)";102;
2814023;"Biskupiec (3)";108;
2814033;"Dobre Miasto (3)";104;
2814042;"Dywity (2)";101;
2814052;"Gietrzwałd (2)";100;
2814063;"Jeziorany (3)";103;
2814072;"Jonkowo (2)";97;
2814082;"Kolno (2)";102;
2814093;"Olsztynek (3)";103;
2814102;"Purda (2)";100;
2814112;"Stawiguda (2)";104;
2814122;"Świątki (2)";97;
2815011;"Ostróda (1)";112;
2815022;"Dąbrówno (2)";91;
2815032;"Grunwald (2)";97;
2815042;"Łukta (2)";98;
2815052;"Małdyty (2)";100;
2815063;"Miłakowo (3)";98;
2815073;"Miłomłyn (3)";100;
2815083;"Morąg (3)";103;
2815092;"Ostróda (2)";97;
2816013;"Biała Piska (3)";98;
2816023;"Orzysz (3)";98;
2816033;"Pisz (3)";102;
2816043;"Ruciane-Nida (3)";103;
2817011;"Szczytno (1)";110;
2817022;"Dźwierzuty (2)";100;
2817032;"Jedwabno (2)";102;
2817043;"Pasym (3)";100;
2817052;"Rozogi (2)";94;
2817062;"Szczytno (2)";99;
2817072;"Świętajno (2)";99;
2817083;"Wielbark (3)";95;
2818012;"Banie Mazurskie (2)";97;
2818022;"Dubeninki (2)";98;
2818033;"Gołdap (3)";103;
2819012;"Budry (2)";98;
2819022;"Pozezdrze (2)";98;
2819033;"Węgorzewo (3)";102;
2861011;"Elbląg (1)";109;
2862011;"Olsztyn (1)";115;
3001011;"Chodzież (1)";111;
3001022;"Budzyń (2)";99;
3001032;"Chodzież (2)";99;
3001043;"Margonin (3)";99;
3001053;"Szamocin (3)";101;
3002011;"Czarnków (1)";106;
3002022;"Czarnków (2)";97;
3002032;"Drawsko (2)";100;
3002043;"Krzyż Wielkopolski (3)";103;
3002052;"Lubasz (2)";100;
3002062;"Połajewo (2)";97;
3002073;"Trzcianka (3)";104;
3002083;"Wieleń (3)";101;
3003011;"Gniezno (1)";109;
3003023;"Czerniejewo (3)";98;
3003032;"Gniezno (2)";101;
3003042;"Kiszkowo (2)";100;
3003053;"Kłecko (3)";100;
3003062;"Łubowo (2)";102;
3003072;"Mieleszyn (2)";102;
3003082;"Niechanowo (2)";101;
3003093;"Trzemeszno (3)";100;
3003103;"Witkowo (3)";101;
3004013;"Borek Wielkopolski (3)";97;
3004023;"Gostyń (3)";105;
3004033;"Krobia (3)";101;
3004042;"Pępowo (2)";96;
3004052;"Piaski (2)";101;
3004063;"Pogorzela (3)";98;
3004073;"Poniec (3)";103;
3005012;"Granowo (2)";98;
3005023;"Grodzisk Wielkopolski (3)";103;
3005032;"Kamieniec (2)";99;
3005043;"Rakoniewice (3)";101;
3005053;"Wielichowo (3)";100;
3006013;"Jaraczewo (3)";106;
3006023;"Jarocin (3)";107;
3006032;"Kotlin (2)";103;
3006043;"Żerków (3)";99;
3007012;"Blizanów (2)";105;
3007022;"Brzeziny (2)";103;
3007032;"Ceków-Kolonia (2)";103;
3007042;"Godziesze Wielkie (2)";102;
3007052;"Koźminek (2)";100;
3007062;"Lisków (2)";107;
3007072;"Mycielin (2)";99;
3007083;"Opatówek (3)";104;
3007093;"Stawiszyn (3)";107;
3007102;"Szczytniki (2)";100;
3007112;"Żelazków (2)";104;
3008012;"Baranów (2)";100;
3008022;"Bralin (2)";96;
3008033;"Kępno (3)";104;
3008042;"Łęka Opatowska (2)";102;
3008052;"Perzów (2)";101;
3008062;"Rychtal (2)";99;
3008072;"Trzcinica (2)";102;
3009011;"Koło (1)";113;
3009022;"Babiak (2)";101;
3009032;"Chodów (2)";98;
3009043;"Dąbie (3)";101;
3009052;"Grzegorzew (2)";103;
3009063;"Kłodawa (3)";104;
3009072;"Koło (2)";99;
3009082;"Kościelec (2)";99;
3009092;"Olszówka (2)";101;
3009102;"Osiek Mały (2)";100;
3009113;"Przedecz (3)";102;
3010013;"Golina (3)";100;
3010022;"Grodziec (2)";98;
3010032;"Kazimierz Biskupi (2)";101;
3010043;"Kleczew (3)";105;
3010052;"Kramsk (2)";102;
3010062;"Krzymów (2)";103;
3010073;"Rychwał (3)";101;
3010082;"Rzgów (2)";101;
3010092;"Skulsk (2)";98;
3010103;"Sompolno (3)";102;
3010112;"Stare Miasto (2)";101;
3010123;"Ślesin (3)";100;
3010132;"Wierzbinek (2)";97;
3010142;"Wilczyn (2)";100;
3011011;"Kościan (1)";109;
3011023;"Czempiń (3)";105;
3011032;"Kościan (2)";101;
3011043;"Krzywiń (3)";99;
3011053;"Śmigiel (3)";102;
3012011;"Sulmierzyce (1)";100;
3012023;"Kobylin (3)";99;
3012033;"Koźmin Wielkopolski (3)";104;
3012043;"Krotoszyn (3)";106;
3012052;"Rozdrażew (2)";100;
3012063;"Zduny (3)";101;
3013012;"Krzemieniewo (2)";99;
3013022;"Lipno (2)";102;
3013033;"Osieczna (3)";102;
3013043;"Rydzyna (3)";100;
3013052;"Święciechowa (2)";101;
3013062;"Wijewo (2)";95;
3013072;"Włoszakowice (2)";103;
3014012;"Chrzypsko Wielkie (2)";96;
3014022;"Kwilcz (2)";99;
3014033;"Międzychód (3)";103;
3014043;"Sieraków (3)";103;
3015012;"Kuślin (2)";99;
3015023;"Lwówek (3)";103;
3015032;"Miedzichowo (2)";101;
3015043;"Nowy Tomyśl (3)";105;
3015053;"Opalenica (3)";104;
3015063;"Zbąszyń (3)";104;
3016013;"Oborniki (3)";104;
3016023;"Rogoźno (3)";100;
3016032;"Ryczywół (2)";100;
3017011;"Ostrów Wielkopolski (1)";110;
3017023;"Nowe Skalmierzyce (3)";102;
3017033;"Odolanów (3)";100;
3017042;"Ostrów Wielkopolski (2)";101;
3017052;"Przygodzice (2)";101;
3017063;"Raszków (3)";100;
3017072;"Sieroszewice (2)";98;
3017082;"Sośnie (2)";99;
3018012;"Czajków (2)";100;
3018022;"Doruchów (2)";99;
3018033;"Grabów nad Prosną (3)";105;
3018042;"Kobyla Góra (2)";97;
3018052;"Kraszewice (2)";102;
3018063;"Mikstat (3)";100;
3018073;"Ostrzeszów (3)";106;
3019011;"Piła (1)";109;
3019022;"Białośliwie (2)";101;
3019032;"Kaczory (2)";100;
3019043;"Łobżenica (3)";94;
3019052;"Miasteczko Krajeńskie (2)";99;
3019062;"Szydłowo (2)";97;
3019073;"Ujście (3)";98;
3019083;"Wyrzysk (3)";104;
3019093;"Wysoka (3)";98;
3020013;"Chocz (3)";100;
3020022;"Czermin (2)";97;
3020033;"Dobrzyca (3)";102;
3020042;"Gizałki (2)";100;
3020052;"Gołuchów (2)";102;
3020063;"Pleszew (3)";104;
3021011;"Luboń (1)";110;
3021021;"Puszczykowo (1)";111;
3021033;"Buk (3)";106;
3021042;"Czerwonak (2)";106;
3021052;"Dopiewo (2)";104;
3021062;"Kleszczewo (2)";104;
3021072;"Komorniki (2)";105;
3021083;"Kostrzyn (3)";106;
3021093;"Kórnik (3)";103;
3021103;"Mosina (3)";105;
3021113;"Murowana Goślina (3)";102;
3021123;"Pobiedziska (3)";104;
3021132;"Rokietnica (2)";104;
3021143;"Stęszew (3)";104;
3021152;"Suchy Las (2)";104;
3021163;"Swarzędz (3)";106;
3021172;"Tarnowo Podgórne (2)";106;
3022013;"Bojanowo (3)";99;
3022023;"Jutrosin (3)";98;
3022033;"Miejska Górka (3)";100;
3022042;"Pakosław (2)";95;
3022053;"Rawicz (3)";107;
3023011;"Słupca (1)";108;
3023022;"Lądek (2)";100;
3023032;"Orchowo (2)";102;
3023042;"Ostrowite (2)";97;
3023052;"Powidz (2)";97;
3023062;"Słupca (2)";100;
3023072;"Strzałkowo (2)";97;
3023083;"Zagórów (3)";99;
3024011;"Obrzycko (1)";105;
3024022;"Duszniki (2)";100;
3024032;"Kaźmierz (2)";104;
3024042;"Obrzycko (2)";97;
3024053;"Ostroróg (3)";99;
3024063;"Pniewy (3)";106;
3024073;"Szamotuły (3)";107;
3024083;"Wronki (3)";103;
3025012;"Dominowo (2)";102;
3025022;"Krzykosy (2)";100;
3025032;"Nowe Miasto nad Wartą (2)";100;
3025043;"Środa Wielkopolska (3)";105;
3025052;"Zaniemyśl (2)";102;
3026012;"Brodnica (2)";97;
3026023;"Dolsk (3)";100;
3026033;"Książ Wielkopolski (3)";98;
3026043;"Śrem (3)";106;
3027011;"Turek (1)";112;
3027022;"Brudzew (2)";104;
3027033;"Dobra (3)";102;
3027042;"Kawęczyn (2)";99;
3027052;"Malanów (2)";101;
3027062;"Przykona (2)";100;
3027073;"Tuliszków (3)";101;
3027082;"Turek (2)";99;
3027092;"Władysławów (2)";99;
3028011;"Wągrowiec (1)";108;
3028022;"Damasławek (2)";103;
3028033;"Gołańcz (3)";96;
3028042;"Mieścisko (2)";97;
3028053;"Skoki (3)";99;
3028062;"Wapno (2)";102;
3028072;"Wągrowiec (2)";97;
3029012;"Przemęt (2)";99;
3029022;"Siedlec (2)";103;
3029033;"Wolsztyn (3)";105;
3030012;"Kołaczkowo (2)";102;
3030023;"Miłosław (3)";101;
3030033;"Nekla (3)";102;
3030043;"Pyzdry (3)";102;
3030053;"Września (3)";107;
3031011;"Złotów (1)";109;
3031023;"Jastrowie (3)";101;
3031033;"Krajenka (3)";102;
3031042;"Lipka (2)";99;
3031053;"Okonek (3)";101;
3031062;"Tarnówka (2)";96;
3031072;"Zakrzewo (2)";98;
3031082;"Złotów (2)";96;
3061011;"Kalisz (1)";115;
3062011;"Konin (1)";112;
3063011;"Leszno (1)";109;
3064011;"Poznań (1)";114;
3201011;"Białogard (1)";109;
3201022;"Białogard (2)";94;
3201033;"Karlino (3)";102;
3201043;"Tychowo (3)";100;
3202012;"Bierzwnik (2)";96;
3202023;"Choszczno (3)";105;
3202033;"Drawno (3)";99;
3202042;"Krzęcin (2)";99;
3202053;"Pełczyce (3)";95;
3202063;"Recz (3)";99;
3203013;"Czaplinek (3)";103;
3203023;"Drawsko Pomorskie (3)";105;
3203033;"Kalisz Pomorski (3)";106;
3203052;"Wierzchowo (2)";97;
3203063;"Złocieniec (3)";105;
3204023;"Goleniów (3)";104;
3204033;"Maszewo (3)";99;
3204043;"Nowogard (3)";104;
3204052;"Osina (2)";95;
3204062;"Przybiernów (2)";98;
3204073;"Stepnica (3)";99;
3205012;"Brojce (2)";94;
3205023;"Gryfice (3)";105;
3205032;"Karnice (2)";100;
3205043;"Płoty (3)";101;
3205072;"Rewal (2)";106;
3205083;"Trzebiatów (3)";99;
3206012;"Banie (2)";99;
3206023;"Cedynia (3)";100;
3206033;"Chojna (3)";104;
3206043;"Gryfino (3)";105;
3206053;"Mieszkowice (3)";98;
3206063;"Moryń (3)";105;
3206072;"Stare Czarnowo (2)";94;
3206083;"Trzcińsko-Zdrój (3)";102;
3206092;"Widuchowa (2)";99;
3207013;"Dziwnów (3)";106;
3207023;"Golczewo (3)";99;
3207033;"Kamień Pomorski (3)";105;
3207043;"Międzyzdroje (3)";114;
3207052;"Świerzno (2)";101;
3207063;"Wolin (3)";102;
3208011;"Kołobrzeg (1)";113;
3208022;"Dygowo (2)";101;
3208033;"Gościno (3)";100;
3208042;"Kołobrzeg (2)";104;
3208052;"Rymań (2)";100;
3208062;"Siemyśl (2)";96;
3208072;"Ustronie Morskie (2)";110;
3209012;"Będzino (2)";102;
3209022;"Biesiekierz (2)";99;
3209033;"Bobolice (3)";98;
3209042;"Manowo (2)";100;
3209053;"Mielno (3)";106;
3209063;"Polanów (3)";98;
3209073;"Sianów (3)";103;
3209082;"Świeszyno (2)";100;
3210013;"Barlinek (3)";105;
3210022;"Boleszkowice (2)";96;
3210033;"Dębno (3)";104;
3210043;"Myślibórz (3)";105;
3210052;"Nowogródek Pomorski (2)";95;
3211012;"Dobra (Szczecińska) (2)";104;
3211022;"Kołbaskowo (2)";104;
3211033;"Nowe Warpno (3)";95;
3211043;"Police (3)";104;
3212012;"Bielice (2)";96;
3212022;"Kozielice (2)";98;
3212033;"Lipiany (3)";99;
3212042;"Przelewice (2)";95;
3212053;"Pyrzyce (3)";103;
3212062;"Warnice (2)";96;
3213011;"Darłowo (1)";108;
3213021;"Sławno (1)";109;
3213032;"Darłowo (2)";100;
3213042;"Malechowo (2)";100;
3213052;"Postomino (2)";100;
3213062;"Sławno (2)";99;
3214011;"Stargard (1)";108;
3214023;"Chociwel (3)";98;
3214033;"Dobrzany (3)";98;
3214042;"Dolice (2)";98;
3214053;"Ińsko (3)";101;
3214062;"Kobylanka (2)";102;
3214082;"Marianowo (2)";104;
3214092;"Stara Dąbrowa (2)";95;
3214102;"Stargard (2)";97;
3214113;"Suchań (3)";99;
3215011;"Szczecinek (1)";111;
3215023;"Barwice (3)";99;
3215033;"Biały Bór (3)";102;
3215043;"Borne Sulinowo (3)";105;
3215052;"Grzmiąca (2)";96;
3215062;"Szczecinek (2)";98;
3216011;"Świdwin (1)";107;
3216022;"Brzeżno (2)";96;
3216033;"Połczyn-Zdrój (3)";104;
3216042;"Rąbino (2)";93;
3216052;"Sławoborze (2)";100;
3216062;"Świdwin (2)";96;
3217011;"Wałcz (1)";110;
3217023;"Człopa (3)";102;
3217033;"Mirosławiec (3)";105;
3217043;"Tuczno (3)";101;
3217052;"Wałcz (2)";100;
3218013;"Dobra (3)";99;
3218023;"Łobez (3)";104;
3218032;"Radowo Małe (2)";98;
3218043;"Resko (3)";99;
3218053;"Węgorzyno (3)";98;
3261011;"Koszalin (1)";112;
3262011;"Szczecin (1)";111;
3263011;"Świnoujście (1)";108;
